seed,condition,method,instance,family,n_cities,repetition,trial_seed,feasible,tour_length,optimum,optimality_gap,runtime_seconds,status,solver_sha256
202,base64,base64,kroA100,kroa,100,3,2462421769,False,inf,21282.0,1.0,5.07523359300103,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroA100,kroa,100,4,3097622452,False,inf,21282.0,1.0,5.084944013971835,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroB100,krob,100,0,1908480985,False,inf,22141.0,1.0,5.124285071971826,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroB100,krob,100,1,593555476,False,inf,22141.0,1.0,5.093597218976356,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroB100,krob,100,2,2535583157,False,inf,22141.0,1.0,5.109370555030182,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroB100,krob,100,3,1886002659,False,inf,22141.0,1.0,5.096908794948831,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroB100,krob,100,4,722155580,False,inf,22141.0,1.0,5.073739398969337,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroC100,kroc,100,0,668026638,False,inf,20749.0,1.0,5.052062307950109,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroC100,kroc,100,1,1771183349,False,inf,20749.0,1.0,5.068055957905017,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroC100,kroc,100,2,2077649496,False,inf,20749.0,1.0,5.056283009937033,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroC100,kroc,100,3,4111108682,False,inf,20749.0,1.0,5.066244142013602,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroC100,kroc,100,4,107182714,False,inf,20749.0,1.0,5.070083190919831,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroD100,krod,100,0,348632231,False,inf,21294.0,1.0,5.088954641949385,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroD100,krod,100,1,3062183777,False,inf,21294.0,1.0,5.1345957620069385,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroD100,krod,100,2,602810834,False,inf,21294.0,1.0,5.0988900469383225,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroD100,krod,100,3,3768283548,False,inf,21294.0,1.0,5.111943820025772,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroD100,krod,100,4,2380714241,False,inf,21294.0,1.0,5.124159924103878,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroE100,kroe,100,0,2815161271,False,inf,22068.0,1.0,5.124261007993482,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroE100,kroe,100,1,3305280823,False,inf,22068.0,1.0,5.119528577895835,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroE100,kroe,100,2,2323863908,False,inf,22068.0,1.0,5.081247583962977,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroE100,kroe,100,3,2929469159,False,inf,22068.0,1.0,5.112613016040996,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroE100,kroe,100,4,1591126088,False,inf,22068.0,1.0,5.110249503981322,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,pr76,pr,76,0,2947275067,True,228606.0,108159.0,1.1136105178487228,3.8970325039699674,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,pr76,pr,76,1,2935269045,True,242749.0,108159.0,1.2443717120165683,3.9015178370755166,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,pr76,pr,76,2,1548829247,True,196816.0,108159.0,0.8196913802827319,3.907712493906729,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,pr76,pr,76,3,1288589357,True,217134.0,108159.0,1.0075444484508917,3.8901593070477247,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,pr76,pr,76,4,1704965348,True,250638.0,108159.0,1.3173106260227998,3.8934361019637436,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,rat99,rat,99,0,1743183846,False,inf,1211.0,1.0,5.094992695027031,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,rat99,rat,99,1,1543715650,False,inf,1211.0,1.0,5.106013220036402,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,rat99,rat,99,2,941377323,False,inf,1211.0,1.0,5.099738884018734,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,rat99,rat,99,3,1445381253,False,inf,1211.0,1.0,5.056410685065202,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,rat99,rat,99,4,3106094077,False,inf,1211.0,1.0,5.083021608996205,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,rd100,rd,100,0,440099980,False,inf,7910.0,1.0,5.0942432140000165,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,rd100,rd,100,1,272831889,False,inf,7910.0,1.0,5.0824574020225555,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,rd100,rd,100,2,2745455590,False,inf,7910.0,1.0,5.062473378027789,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,rd100,rd,100,3,583630049,False,inf,7910.0,1.0,5.052643728908151,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,rd100,rd,100,4,661062573,False,inf,7910.0,1.0,5.061528063029982,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,st70,st,70,0,1650961148,True,1343.0,675.0,0.9896296296296296,3.388898612000048,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,st70,st,70,1,3608511223,True,1489.0,675.0,1.2059259259259258,3.4514894490130246,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,st70,st,70,2,2792469785,True,1363.0,675.0,1.0192592592592593,3.39352893398609,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,st70,st,70,3,2795438361,True,1591.0,675.0,1.357037037037037,3.4093689559958875,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,st70,st,70,4,2993000132,True,1582.0,675.0,1.3437037037037036,3.3799673679750413,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
303,base64,base64,berlin52,berlin,52,0,1623702676,True,10160.0,7542.0,0.34712277910368605,2.3687048399588093,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,berlin52,berlin,52,1,3794990525,True,8970.0,7542.0,0.18933969769291964,2.343759562005289,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,berlin52,berlin,52,2,1157746170,True,9942.0,7542.0,0.31821797931583135,2.3618542989715934,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,berlin52,berlin,52,3,3421213597,True,10191.0,7542.0,0.35123309466984887,2.3457625709706917,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,berlin52,berlin,52,4,3463540190,True,8831.0,7542.0,0.17090957305754442,2.3377605460118502,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,eil51,eil,51,0,829136509,True,535.0,426.0,0.25586854460093894,2.2794590489938855,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,eil51,eil,51,1,1501368522,True,581.0,426.0,0.36384976525821594,2.288673900999129,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,eil51,eil,51,2,983994572,True,537.0,426.0,0.2605633802816901,2.287597837042995,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,eil51,eil,51,3,2474003940,True,545.0,426.0,0.2793427230046948,2.2892651789588854,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,eil51,eil,51,4,3020425216,True,611.0,426.0,0.43427230046948356,2.2927311840467155,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,eil76,eil,76,0,348416856,True,1153.0,538.0,1.1431226765799256,4.117198479012586,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,eil76,eil,76,1,1975375970,True,903.0,538.0,0.6784386617100372,4.114699738915078,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,eil76,eil,76,2,2498191903,True,1034.0,538.0,0.9219330855018587,4.12145351502113,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,eil76,eil,76,3,3434920570,True,856.0,538.0,0.5910780669144982,4.064774464000948,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,eil76,eil,76,4,494976022,True,824.0,538.0,0.5315985130111525,4.073865351034328,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroA100,kroa,100,0,2382040276,False,inf,21282.0,1.0,5.076882661902346,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroA100,kroa,100,1,2503140961,False,inf,21282.0,1.0,5.067824029014446,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroA100,kroa,100,2,194466882,False,inf,21282.0,1.0,5.065718653961085,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroA100,kroa,100,3,1657095113,False,inf,21282.0,1.0,5.053979016956873,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroA100,kroa,100,4,2919292035,False,inf,21282.0,1.0,5.0697057319339365,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroB100,krob,100,0,3262098964,False,inf,22141.0,1.0,5.061740281060338,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroB100,krob,100,1,3471659255,False,inf,22141.0,1.0,5.094884569989517,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroB100,krob,100,2,936317690,False,inf,22141.0,1.0,5.081761263078079,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroB100,krob,100,3,1319490059,False,inf,22141.0,1.0,5.078415030962788,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroB100,krob,100,4,2132997047,False,inf,22141.0,1.0,5.069297935930081,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroC100,kroc,100,0,3329461116,False,inf,20749.0,1.0,5.050183805986308,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroC100,kroc,100,1,660875172,False,inf,20749.0,1.0,5.06384011998307,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroC100,kroc,100,2,2518526018,False,inf,20749.0,1.0,5.061668763984926,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroC100,kroc,100,3,3204499567,False,inf,20749.0,1.0,5.053179361973889,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroC100,kroc,100,4,2912399693,False,inf,20749.0,1.0,5.064360392047092,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroD100,krod,100,0,893716166,False,inf,21294.0,1.0,5.059280965011567,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroD100,krod,100,1,1189094351,False,inf,21294.0,1.0,5.113786131958477,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroD100,krod,100,2,2900634368,False,inf,21294.0,1.0,5.105371318990365,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroD100,krod,100,3,3350393455,False,inf,21294.0,1.0,5.072431951062754,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroD100,krod,100,4,1867946764,False,inf,21294.0,1.0,5.073284948943183,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroE100,kroe,100,0,1637688432,False,inf,22068.0,1.0,5.065362697001547,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroE100,kroe,100,1,369778383,False,inf,22068.0,1.0,5.109886699938215,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroE100,kroe,100,2,962492763,False,inf,22068.0,1.0,5.089477666071616,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroE100,kroe,100,3,472300083,False,inf,22068.0,1.0,5.044729477958754,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,kroE100,kroe,100,4,1682585840,False,inf,22068.0,1.0,5.163829067023471,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,pr76,pr,76,0,252057446,True,252527.0,108159.0,1.3347756543607097,4.261222450993955,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,pr76,pr,76,1,1871991320,True,238768.0,108159.0,1.207564788875637,4.301787664066069,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,pr76,pr,76,2,522385947,True,223683.0,108159.0,1.0680941946578648,4.230496198986657,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,pr76,pr,76,3,3487654621,True,227700.0,108159.0,1.1052339611128061,4.24751378595829,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,pr76,pr,76,4,719547135,True,191592.0,108159.0,0.7713921171608465,4.21931155200582,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,rat99,rat,99,0,2052917030,False,inf,1211.0,1.0,5.084714036085643,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,rat99,rat,99,1,1663819295,False,inf,1211.0,1.0,5.100554188014939,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,rat99,rat,99,2,652451229,False,inf,1211.0,1.0,5.101641194080003,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,rat99,rat,99,3,3578270855,False,inf,1211.0,1.0,5.080774925998412,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,rat99,rat,99,4,2732665692,False,inf,1211.0,1.0,5.103943970985711,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,rd100,rd,100,0,3623295768,False,inf,7910.0,1.0,5.372752284980379,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,rd100,rd,100,1,2032321406,False,inf,7910.0,1.0,5.325303669087589,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,rd100,rd,100,2,1309912974,False,inf,7910.0,1.0,5.316480934037827,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,rd100,rd,100,3,2710180707,False,inf,7910.0,1.0,5.311821941053495,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,rd100,rd,100,4,590987311,False,inf,7910.0,1.0,5.256877811974846,Time limit exceeded,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,st70,st,70,0,2361378128,True,1200.0,675.0,0.7777777777777778,3.7813753029331565,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,st70,st,70,1,4197125842,True,947.0,675.0,0.40296296296296297,3.773570552933961,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,st70,st,70,2,3538367808,True,1001.0,675.0,0.482962962962963,3.7729904749430716,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,st70,st,70,3,2757890098,True,1088.0,675.0,0.6118518518518519,3.7456837960053235,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
303,base64,base64,st70,st,70,4,3616653147,True,1378.0,675.0,1.0414814814814815,3.7327713950071484,FEASIBLE,00bcda6012bc84d751ef44f53e6a45cac4cc75f9ae7b7061958512bd17c079da
0,native_baseline,nearest_neighbor,berlin52,berlin,52,0,84646636,True,8181.0,7542.0,0.08472553699284009,0.0068788910284638405,FEASIBLE,
0,native_baseline,nearest_neighbor,berlin52,berlin,52,1,833916469,True,8181.0,7542.0,0.08472553699284009,0.00691156298853457,FEASIBLE,
0,native_baseline,nearest_neighbor,berlin52,berlin,52,2,4182789596,True,8181.0,7542.0,0.08472553699284009,0.0069602649891749024,FEASIBLE,
0,native_baseline,nearest_neighbor,berlin52,berlin,52,3,4047342455,True,8181.0,7542.0,0.08472553699284009,0.00677563005592674,FEASIBLE,
0,native_baseline,nearest_neighbor,berlin52,berlin,52,4,3965999901,True,8181.0,7542.0,0.08472553699284009,0.006888428004458547,FEASIBLE,
0,native_baseline,nearest_neighbor,eil51,eil,51,0,1177261515,True,482.0,426.0,0.13145539906103287,0.006293182028457522,FEASIBLE,
0,native_baseline,nearest_neighbor,eil51,eil,51,1,3189807829,True,482.0,426.0,0.13145539906103287,0.0062688949983567,FEASIBLE,
0,native_baseline,nearest_neighbor,eil51,eil,51,2,3231056368,True,482.0,426.0,0.13145539906103287,0.006367322988808155,FEASIBLE,
0,native_baseline,nearest_neighbor,eil51,eil,51,3,3604297774,True,482.0,426.0,0.13145539906103287,0.006363259977661073,FEASIBLE,
0,native_baseline,nearest_neighbor,eil51,eil,51,4,3428946029,True,482.0,426.0,0.13145539906103287,0.006308541051112115,FEASIBLE,
0,native_baseline,nearest_neighbor,eil76,eil,76,0,444334657,True,608.0,538.0,0.13011152416356878,0.01939428097102791,FEASIBLE,
0,native_baseline,nearest_neighbor,eil76,eil,76,1,1456907634,True,608.0,538.0,0.13011152416356878,0.01962307491339743,FEASIBLE,
0,native_baseline,nearest_neighbor,eil76,eil,76,2,3848601747,True,608.0,538.0,0.13011152416356878,0.01967968000099063,FEASIBLE,
0,native_baseline,nearest_neighbor,eil76,eil,76,3,3749935877,True,608.0,538.0,0.13011152416356878,0.019586435984820127,FEASIBLE,
0,native_baseline,nearest_neighbor,eil76,eil,76,4,2852837716,True,608.0,538.0,0.13011152416356878,0.019647938082925975,FEASIBLE,
0,native_baseline,nearest_neighbor,kroA100,kroa,100,0,3263098467,True,24698.0,21282.0,0.1605112301475425,0.046264620032161474,FEASIBLE,
0,native_baseline,nearest_neighbor,kroA100,kroa,100,1,3875677042,True,24698.0,21282.0,0.1605112301475425,0.0465744670946151,FEASIBLE,
0,native_baseline,nearest_neighbor,kroA100,kroa,100,2,2626711957,True,24698.0,21282.0,0.1605112301475425,0.04652637301478535,FEASIBLE,
0,native_baseline,nearest_neighbor,kroA100,kroa,100,3,97846414,True,24698.0,21282.0,0.1605112301475425,0.046462278929539025,FEASIBLE,
0,native_baseline,nearest_neighbor,kroA100,kroa,100,4,1268294753,True,24698.0,21282.0,0.1605112301475425,0.04648848599754274,FEASIBLE,
0,native_baseline,nearest_neighbor,kroB100,krob,100,0,4089404804,True,25884.0,22141.0,0.1690528883067612,0.046135153039358556,FEASIBLE,
0,native_baseline,nearest_neighbor,kroB100,krob,100,1,297345120,True,25884.0,22141.0,0.1690528883067612,0.046135632088407874,FEASIBLE,
0,native_baseline,nearest_neighbor,kroB100,krob,100,2,3298555162,True,25884.0,22141.0,0.1690528883067612,0.0462222860660404,FEASIBLE,
0,native_baseline,nearest_neighbor,kroB100,krob,100,3,2469634877,True,25884.0,22141.0,0.1690528883067612,0.04608305892907083,FEASIBLE,
0,native_baseline,nearest_neighbor,kroB100,krob,100,4,1820017459,True,25884.0,22141.0,0.1690528883067612,0.046574690961278975,FEASIBLE,
0,native_baseline,nearest_neighbor,kroC100,kroc,100,0,3998291307,True,23660.0,20749.0,0.14029591787556026,0.0460274750366807,FEASIBLE,
0,native_baseline,nearest_neighbor,kroC100,kroc,100,1,2215919088,True,23660.0,20749.0,0.14029591787556026,0.04636346502229571,FEASIBLE,
0,native_baseline,nearest_neighbor,kroC100,kroc,100,2,1517150918,True,23660.0,20749.0,0.14029591787556026,0.04624926100950688,FEASIBLE,
0,native_baseline,nearest_neighbor,kroC100,kroc,100,3,3167974742,True,23660.0,20749.0,0.14029591787556026,0.04657625895924866,FEASIBLE,
0,native_baseline,nearest_neighbor,kroC100,kroc,100,4,1909565575,True,23660.0,20749.0,0.14029591787556026,0.046764220925979316,FEASIBLE,
0,native_baseline,nearest_neighbor,kroD100,krod,100,0,3412197340,True,24852.0,21294.0,0.1670893209354748,0.04623809293843806,FEASIBLE,
0,native_baseline,nearest_neighbor,kroD100,krod,100,1,681559540,True,24852.0,21294.0,0.1670893209354748,0.045934358960948884,FEASIBLE,
0,native_baseline,nearest_neighbor,kroD100,krod,100,2,697640256,True,24852.0,21294.0,0.1670893209354748,0.046168815926648676,FEASIBLE,
0,native_baseline,nearest_neighbor,kroD100,krod,100,3,1508772727,True,24852.0,21294.0,0.1670893209354748,0.046160271973349154,FEASIBLE,
0,native_baseline,nearest_neighbor,kroD100,krod,100,4,2508341319,True,24852.0,21294.0,0.1670893209354748,0.04720747098326683,FEASIBLE,
0,native_baseline,nearest_neighbor,kroE100,kroe,100,0,3881681904,True,24782.0,22068.0,0.12298350552836687,0.047464936040341854,FEASIBLE,
0,native_baseline,nearest_neighbor,kroE100,kroe,100,1,886187585,True,24782.0,22068.0,0.12298350552836687,0.04618596704676747,FEASIBLE,
0,native_baseline,nearest_neighbor,kroE100,kroe,100,2,2413301600,True,24782.0,22068.0,0.12298350552836687,0.04611579293850809,FEASIBLE,
0,native_baseline,nearest_neighbor,kroE100,kroe,100,3,2684412833,True,24782.0,22068.0,0.12298350552836687,0.04619255906436592,FEASIBLE,
0,native_baseline,nearest_neighbor,kroE100,kroe,100,4,664125795,True,24782.0,22068.0,0.12298350552836687,0.04651856503915042,FEASIBLE,
0,native_baseline,nearest_neighbor,pr76,pr,76,0,3579982540,True,130921.0,108159.0,0.2104494309303895,0.019748702994547784,FEASIBLE,
0,native_baseline,nearest_neighbor,pr76,pr,76,1,2173121719,True,130921.0,108159.0,0.2104494309303895,0.020328172016888857,FEASIBLE,
0,native_baseline,nearest_neighbor,pr76,pr,76,2,1022404555,True,130921.0,108159.0,0.2104494309303895,0.01950573397334665,FEASIBLE,
0,native_baseline,nearest_neighbor,pr76,pr,76,3,1566149286,True,130921.0,108159.0,0.2104494309303895,0.02036938804667443,FEASIBLE,
0,native_baseline,nearest_neighbor,pr76,pr,76,4,1883533746,True,130921.0,108159.0,0.2104494309303895,0.020175312994979322,FEASIBLE,
0,native_baseline,nearest_neighbor,rat99,rat,99,0,1199921658,True,1437.0,1211.0,0.18662262592898432,0.04353296000044793,FEASIBLE,
0,native_baseline,nearest_neighbor,rat99,rat,99,1,947076894,True,1437.0,1211.0,0.18662262592898432,0.043177259038202465,FEASIBLE,
0,native_baseline,nearest_neighbor,rat99,rat,99,2,49413787,True,1437.0,1211.0,0.18662262592898432,0.04294363595545292,FEASIBLE,
0,native_baseline,nearest_neighbor,rat99,rat,99,3,353677274,True,1437.0,1211.0,0.18662262592898432,0.04326608998235315,FEASIBLE,
0,native_baseline,nearest_neighbor,rat99,rat,99,4,232211475,True,1437.0,1211.0,0.18662262592898432,0.04273400898091495,FEASIBLE,
0,native_baseline,nearest_neighbor,rd100,rd,100,0,1479651056,True,9423.0,7910.0,0.19127686472819216,0.046677440055646,FEASIBLE,
0,native_baseline,nearest_neighbor,rd100,rd,100,1,3682758096,True,9423.0,7910.0,0.19127686472819216,0.04688639298547059,FEASIBLE,
0,native_baseline,nearest_neighbor,rd100,rd,100,2,1273074216,True,9423.0,7910.0,0.19127686472819216,0.0467412139987573,FEASIBLE,
0,native_baseline,nearest_neighbor,rd100,rd,100,3,832272365,True,9423.0,7910.0,0.19127686472819216,0.04706462798640132,FEASIBLE,
